visitid,Order ID,Order Date,Visit Date,Ship Date,Ship Mode,Store ID,Execution Score,On_Shelf,Inventory_Level,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
577,CA-2015-149713,9/18/2015,9/18/2015,9/22/2015,Second Class,TG-21640,77,1,14,TG-21640,Trudy Glocke,Consumer,United States,Long Beach,California,90805,West,OFF-PA-10001450,Office Supplies,Paper,Rediform S.O.S. Phone Message Books,19.92,4,0,9.7608
578,CA-2015-149713,9/18/2015,9/18/2015,9/22/2015,Second Class,TG-21640,91,1,17,TG-21640,Trudy Glocke,Consumer,United States,Long Beach,California,90805,West,OFF-SU-10001574,Office Supplies,Supplies,Acme Value Line Scissors,7.3,2,0,2.19
579,CA-2017-118640,7/20/2017,7/20/2017,7/26/2017,Standard Class,CS-11950,81,1,18,CS-11950,Carlos Soltero,Consumer,United States,Chicago,Illinois,60610,Central,OFF-ST-10002974,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",69.712,2,0.2,8.714
580,CA-2017-118640,7/20/2017,7/20/2017,7/26/2017,Standard Class,CS-11950,73,0,7,CS-11950,Carlos Soltero,Consumer,United States,Chicago,Illinois,60610,Central,FUR-FU-10001475,Furniture,Furnishings,"Contract Clock, 14"", Brown",8.792,1,0.6,-5.7148
581,CA-2015-132906,9/10/2015,9/10/2015,9/14/2015,Standard Class,CC-12145,84,1,24,CC-12145,Charles Crestani,Consumer,United States,Los Angeles,California,90004,West,OFF-SU-10004498,Office Supplies,Supplies,Martin-Yale Premier Letter Opener,51.52,4,0,1.5456
582,CA-2017-145233,12/1/2017,12/1/2017,12/5/2017,Standard Class,DV-13465,58,1,17,DV-13465,Dianna Vittorini,Consumer,United States,Denver,Colorado,80219,West,TEC-PH-10004977,Technology,Phones,GE 30524EE4,470.376,3,0.2,52.9173
583,CA-2017-145233,12/1/2017,12/1/2017,12/5/2017,Standard Class,DV-13465,51,1,16,DV-13465,Dianna Vittorini,Consumer,United States,Denver,Colorado,80219,West,TEC-PH-10000586,Technology,Phones,AT&T SB67148 SynJ,105.584,2,0.2,9.2386
584,CA-2017-145233,12/1/2017,12/1/2017,12/5/2017,Standard Class,DV-13465,86,0,22,DV-13465,Dianna Vittorini,Consumer,United States,Denver,Colorado,80219,West,OFF-AP-10000358,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,31.152,3,0.2,3.5046
585,CA-2017-145233,12/1/2017,12/1/2017,12/5/2017,Standard Class,DV-13465,68,1,18,DV-13465,Dianna Vittorini,Consumer,United States,Denver,Colorado,80219,West,OFF-BI-10002764,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,6.783,7,0.7,-4.7481
586,CA-2017-145233,12/1/2017,12/1/2017,12/5/2017,Standard Class,DV-13465,95,0,16,DV-13465,Dianna Vittorini,Consumer,United States,Denver,Colorado,80219,West,TEC-PH-10001254,Technology,Phones,Jabra BIZ 2300 Duo QD Duo Corded Headset,406.368,4,0.2,30.4776
587,CA-2015-128139,7/3/2015,7/3/2015,7/9/2015,Standard Class,BD-11725,63,1,15,BD-11725,Bruce Degenhardt,Consumer,United States,Richmond,Kentucky,40475,South,FUR-CH-10003956,Furniture,Chairs,Novimex High-Tech Fabric Mesh Task Chair,70.98,1,0,4.9686
588,CA-2015-128139,7/3/2015,7/3/2015,7/9/2015,Standard Class,BD-11725,60,1,9,BD-11725,Bruce Degenhardt,Consumer,United States,Richmond,Kentucky,40475,South,OFF-LA-10003930,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",294.93,3,0,144.5157
589,US-2016-156986,3/20/2016,3/20/2016,3/24/2016,Standard Class,ZC-21910,71,1,11,ZC-21910,Zuschuss Carroll,Consumer,United States,Salem,Oregon,97301,West,TEC-PH-10003800,Technology,Phones,i.Sound Portable Power - 8000 mAh,84.784,2,0.2,-20.1362
590,US-2016-156986,3/20/2016,3/20/2016,3/24/2016,Standard Class,ZC-21910,63,1,9,ZC-21910,Zuschuss Carroll,Consumer,United States,Salem,Oregon,97301,West,OFF-PA-10002005,Office Supplies,Paper,Xerox 225,20.736,4,0.2,7.2576
591,US-2016-156986,3/20/2016,3/20/2016,3/24/2016,Standard Class,ZC-21910,51,1,13,ZC-21910,Zuschuss Carroll,Consumer,United States,Salem,Oregon,97301,West,OFF-BI-10002498,Office Supplies,Binders,Clear Mylar Reinforcing Strips,16.821,3,0.7,-12.8961
592,US-2016-156986,3/20/2016,3/20/2016,3/24/2016,Standard Class,ZC-21910,72,0,14,ZC-21910,Zuschuss Carroll,Consumer,United States,Salem,Oregon,97301,West,OFF-PA-10004101,Office Supplies,Paper,Xerox 1894,10.368,2,0.2,3.6288
593,CA-2014-135405,1/9/2014,1/9/2014,1/13/2014,Standard Class,MS-17830,87,1,20,MS-17830,Melanie Seite,Consumer,United States,Laredo,Texas,78041,Central,OFF-AR-10004078,Office Supplies,Art,Newell 312,9.344,2,0.2,1.168
594,CA-2014-135405,1/9/2014,1/9/2014,1/13/2014,Standard Class,MS-17830,94,1,9,MS-17830,Melanie Seite,Consumer,United States,Laredo,Texas,78041,Central,TEC-AC-10001266,Technology,Accessories,Memorex Micro Travel Drive 8 GB,31.2,3,0.2,9.75
595,CA-2014-131450,8/8/2014,8/8/2014,8/15/2014,Standard Class,LR-16915,82,0,8,LR-16915,Lena Radford,Consumer,United States,San Diego,California,92024,West,OFF-AP-10004708,Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,76.12,2,0,22.0748
596,CA-2014-131450,8/8/2014,8/8/2014,8/15/2014,Standard Class,LR-16915,99,0,16,LR-16915,Lena Radford,Consumer,United States,San Diego,California,92024,West,TEC-CO-10004115,Technology,Copiers,Sharp AL-1530CS Digital Copier,1199.976,3,0.2,434.9913
597,CA-2014-131450,8/8/2014,8/8/2014,8/15/2014,Standard Class,LR-16915,67,1,23,LR-16915,Lena Radford,Consumer,United States,San Diego,California,92024,West,TEC-PH-10002398,Technology,Phones,AT&T 1070 Corded Phone,445.96,5,0.2,55.745
598,CA-2014-131450,8/8/2014,8/8/2014,8/15/2014,Standard Class,LR-16915,79,1,15,LR-16915,Lena Radford,Consumer,United States,San Diego,California,92024,West,FUR-FU-10001979,Furniture,Furnishings,Dana Halogen Swing-Arm Architect Lamp,327.76,8,0,91.7728
599,CA-2016-120180,7/14/2016,7/14/2016,7/16/2016,First Class,TP-21130,75,1,9,TP-21130,Theone Pippenger,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-SU-10004115,Office Supplies,Supplies,Acme Stainless Steel Office Snips,11.632,2,0.2,1.0178
600,US-2016-100720,7/16/2016,7/16/2016,7/21/2016,Standard Class,CK-12205,76,1,23,CK-12205,Chloris Kastensmidt,Consumer,United States,Philadelphia,Pennsylvania,19120,East,TEC-PH-10001425,Technology,Phones,Mophie Juice Pack Helium for iPhone,143.982,3,0.4,-28.7964
601,US-2016-100720,7/16/2016,7/16/2016,7/21/2016,Standard Class,CK-12205,99,1,15,CK-12205,Chloris Kastensmidt,Consumer,United States,Philadelphia,Pennsylvania,19120,East,TEC-PH-10003963,Technology,Phones,GE 2-Jack Phone Line Splitter,494.376,4,0.4,-115.3544
602,US-2016-100720,7/16/2016,7/16/2016,7/21/2016,Standard Class,CK-12205,53,0,20,CK-12205,Chloris Kastensmidt,Consumer,United States,Philadelphia,Pennsylvania,19120,East,OFF-SU-10001574,Office Supplies,Supplies,Acme Value Line Scissors,5.84,2,0.2,0.73
603,CA-2014-149958,3/15/2014,3/15/2014,3/19/2014,Standard Class,AS-10240,76,0,14,AS-10240,Alan Shonely,Consumer,United States,Tampa,Florida,33614,South,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",142.776,1,0.2,17.847
604,CA-2014-149958,3/15/2014,3/15/2014,3/19/2014,Standard Class,AS-10240,88,1,17,AS-10240,Alan Shonely,Consumer,United States,Tampa,Florida,33614,South,FUR-FU-10001756,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",45.696,3,0.2,5.1408
605,CA-2014-149958,3/15/2014,3/15/2014,3/19/2014,Standard Class,AS-10240,77,1,16,AS-10240,Alan Shonely,Consumer,United States,Tampa,Florida,33614,South,OFF-BI-10000773,Office Supplies,Binders,Insertable Tab Post Binder Dividers,7.218,3,0.7,-5.5338
606,CA-2014-149958,3/15/2014,3/15/2014,3/19/2014,Standard Class,AS-10240,68,1,23,AS-10240,Alan Shonely,Consumer,United States,Tampa,Florida,33614,South,OFF-BI-10001543,Office Supplies,Binders,GBC VeloBinder Manual Binding System,43.188,4,0.7,-31.6712
607,CA-2014-149958,3/15/2014,3/15/2014,3/19/2014,Standard Class,AS-10240,61,1,20,AS-10240,Alan Shonely,Consumer,United States,Tampa,Florida,33614,South,OFF-PA-10002120,Office Supplies,Paper,Xerox 1889,131.904,3,0.2,47.8152
608,US-2014-105767,5/23/2014,5/23/2014,5/27/2014,Standard Class,AR-10510,90,0,9,AR-10510,Andrew Roberts,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10000848,Office Supplies,Binders,Angle-D Ring Binders,3.282,2,0.7,-2.6256
609,US-2014-105767,5/23/2014,5/23/2014,5/27/2014,Standard Class,AR-10510,97,1,16,AR-10510,Andrew Roberts,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-AR-10001246,Office Supplies,Art,Newell 317,21.168,9,0.2,2.3814
610,US-2014-105767,5/23/2014,5/23/2014,5/27/2014,Standard Class,AR-10510,66,1,13,AR-10510,Andrew Roberts,Consumer,United States,Philadelphia,Pennsylvania,19134,East,TEC-PH-10003092,Technology,Phones,Motorola L804,55.188,2,0.4,-10.1178
611,CA-2016-161816,4/28/2016,4/28/2016,5/1/2016,First Class,NB-18655,99,1,13,NB-18655,Nona Balk,Corporate,United States,Dallas,Texas,75217,Central,TEC-PH-10003012,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,369.576,3,0.2,41.5773
612,CA-2016-161816,4/28/2016,4/28/2016,5/1/2016,First Class,NB-18655,70,1,22,NB-18655,Nona Balk,Corporate,United States,Dallas,Texas,75217,Central,OFF-LA-10004345,Office Supplies,Labels,Avery 493,15.712,4,0.2,5.6956
613,CA-2016-121223,9/11/2016,9/11/2016,9/13/2016,Second Class,GD-14590,79,0,22,GD-14590,Giulietta Dortch,Corporate,United States,Philadelphia,Pennsylvania,19143,East,OFF-PA-10001204,Office Supplies,Paper,Xerox 1972,8.448,2,0.2,2.64
614,CA-2016-121223,9/11/2016,9/11/2016,9/13/2016,Second Class,GD-14590,93,1,16,GD-14590,Giulietta Dortch,Corporate,United States,Philadelphia,Pennsylvania,19143,East,TEC-PH-10004667,Technology,Phones,Cisco 8x8 Inc. 6753i IP Business Phone System,728.946,9,0.4,-157.9383
615,CA-2017-138611,11/14/2017,11/14/2017,11/17/2017,Second Class,CK-12595,99,1,24,CK-12595,Clytie Kelty,Consumer,United States,Grove City,Ohio,43123,East,TEC-PH-10000011,Technology,Phones,PureGear Roll-On Screen Protector,119.94,10,0.4,15.992
616,CA-2017-138611,11/14/2017,11/14/2017,11/17/2017,Second Class,CK-12595,77,1,11,CK-12595,Clytie Kelty,Consumer,United States,Grove City,Ohio,43123,East,OFF-BI-10002949,Office Supplies,Binders,Prestige Round Ring Binders,3.648,2,0.7,-2.7968
617,CA-2017-117947,8/18/2017,8/18/2017,8/23/2017,Second Class,NG-18355,98,1,7,NG-18355,Nat Gilpin,Corporate,United States,New York City,New York,10011,East,FUR-FU-10003849,Furniture,Furnishings,"DAX Metal Frame, Desktop, Stepped-Edge",40.48,2,0,15.7872
618,CA-2017-117947,8/18/2017,8/18/2017,8/23/2017,Second Class,NG-18355,66,1,20,NG-18355,Nat Gilpin,Corporate,United States,New York City,New York,10011,East,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",9.94,2,0,3.0814
619,CA-2017-117947,8/18/2017,8/18/2017,8/23/2017,Second Class,NG-18355,80,1,16,NG-18355,Nat Gilpin,Corporate,United States,New York City,New York,10011,East,OFF-BI-10002824,Office Supplies,Binders,Recycled Easel Ring Binders,107.424,9,0.2,33.57
620,CA-2017-117947,8/18/2017,8/18/2017,8/23/2017,Second Class,NG-18355,59,1,18,NG-18355,Nat Gilpin,Corporate,United States,New York City,New York,10011,East,TEC-PH-10002538,Technology,Phones,Grandstream GXP1160 VoIP phone,37.91,1,0,10.9939
621,CA-2017-117947,8/18/2017,8/18/2017,8/23/2017,Second Class,NG-18355,83,1,12,NG-18355,Nat Gilpin,Corporate,United States,New York City,New York,10011,East,FUR-FU-10000521,Furniture,Furnishings,"Seth Thomas 14"" Putty-Colored Wall Clock",88.02,3,0,27.2862
622,US-2014-111171,12/26/2014,12/26/2014,12/31/2014,Standard Class,CA-12265,71,1,23,CA-12265,Christina Anderson,Consumer,United States,Chicago,Illinois,60610,Central,OFF-BI-10002103,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",8.69,5,0.8,-14.773
623,CA-2015-138009,11/29/2015,11/29/2015,12/3/2015,Standard Class,SF-20965,66,0,17,SF-20965,Sylvia Foulston,Corporate,United States,Dearborn,Michigan,48126,Central,FUR-CH-10004853,Furniture,Chairs,"Global Manager's Adjustable Task Chair, Storm",301.96,2,0,87.5684
624,CA-2015-138009,11/29/2015,11/29/2015,12/3/2015,Standard Class,SF-20965,74,1,24,SF-20965,Sylvia Foulston,Corporate,United States,Dearborn,Michigan,48126,Central,OFF-AP-10000179,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room,555.21,5,0.1,178.901
625,CA-2015-138009,11/29/2015,11/29/2015,12/3/2015,Standard Class,SF-20965,59,1,13,SF-20965,Sylvia Foulston,Corporate,United States,Dearborn,Michigan,48126,Central,OFF-ST-10001272,Office Supplies,Storage,"Mini 13-1/2 Capacity Data Binder Rack, Pearl",523.48,4,0,130.87
626,CA-2015-138009,11/29/2015,11/29/2015,12/3/2015,Standard Class,SF-20965,55,0,14,SF-20965,Sylvia Foulston,Corporate,United States,Dearborn,Michigan,48126,Central,OFF-AR-10004042,Office Supplies,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",161.82,9,0,46.9278
627,CA-2017-163020,9/15/2017,9/15/2017,9/19/2017,Standard Class,MO-17800,76,1,22,MO-17800,Meg O'Connel,Home Office,United States,New York City,New York,10009,East,FUR-FU-10000221,Furniture,Furnishings,"Master Caster Door Stop, Brown",35.56,7,0,12.0904
628,CA-2017-153787,5/19/2017,5/19/2017,5/23/2017,Standard Class,AT-10735,69,1,21,AT-10735,Annie Thurman,Consumer,United States,Seattle,Washington,98115,West,OFF-AP-10001563,Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,97.16,2,0,28.1764
629,CA-2017-133431,12/17/2017,12/17/2017,12/21/2017,Standard Class,LC-17140,77,1,16,LC-17140,Logan Currie,Consumer,United States,San Francisco,California,94122,West,OFF-BI-10000605,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",15.24,5,0.2,5.1435
630,CA-2017-133431,12/17/2017,12/17/2017,12/21/2017,Standard Class,LC-17140,63,1,11,LC-17140,Logan Currie,Consumer,United States,San Francisco,California,94122,West,OFF-PA-10002615,Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",13.23,3,0,6.0858
631,US-2016-135720,12/11/2016,12/11/2016,12/13/2016,Second Class,FM-14380,68,1,8,FM-14380,Fred McMath,Consumer,United States,Aurora,Colorado,80013,West,OFF-ST-10001963,Office Supplies,Storage,Tennsco Regal Shelving Units,243.384,3,0.2,-51.7191
632,US-2016-135720,12/11/2016,12/11/2016,12/13/2016,Second Class,FM-14380,83,1,25,FM-14380,Fred McMath,Consumer,United States,Aurora,Colorado,80013,West,TEC-AC-10001267,Technology,Accessories,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,119.8,5,0.2,29.95
633,US-2016-135720,12/11/2016,12/11/2016,12/13/2016,Second Class,FM-14380,74,1,10,FM-14380,Fred McMath,Consumer,United States,Aurora,Colorado,80013,West,TEC-PH-10002103,Technology,Phones,Jabra SPEAK 410,300.768,4,0.2,30.0768
634,CA-2017-144694,9/24/2017,9/24/2017,9/26/2017,Second Class,BD-11605,72,0,20,BD-11605,Brian Dahlen,Consumer,United States,Miami,Florida,33180,South,TEC-AC-10002857,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack",17.88,3,0.2,2.4585
635,CA-2017-144694,9/24/2017,9/24/2017,9/26/2017,Second Class,BD-11605,70,0,11,BD-11605,Brian Dahlen,Consumer,United States,Miami,Florida,33180,South,OFF-LA-10003930,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",235.944,3,0.2,85.5297
636,CA-2015-168004,10/4/2015,10/4/2015,10/9/2015,Second Class,DJ-13420,55,0,12,DJ-13420,Denny Joy,Corporate,United States,Warner Robins,Georgia,31088,South,FUR-CH-10001482,Furniture,Chairs,Office Star - Mesh Screen back chair with Vinyl seat,392.94,3,0,43.2234
637,US-2016-123470,8/15/2016,8/15/2016,8/21/2016,Standard Class,ME-17725,66,1,15,ME-17725,Max Engle,Consumer,United States,Aurora,Colorado,80013,West,OFF-BI-10001989,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC,18.882,3,0.7,-13.8468
638,US-2016-123470,8/15/2016,8/15/2016,8/21/2016,Standard Class,ME-17725,68,0,13,ME-17725,Max Engle,Consumer,United States,Aurora,Colorado,80013,West,OFF-AP-10003287,Office Supplies,Appliances,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,122.328,3,0.2,12.2328
639,CA-2016-115917,5/20/2016,5/20/2016,5/25/2016,Standard Class,RB-19465,62,0,17,RB-19465,Rick Bensley,Home Office,United States,Vallejo,California,94591,West,FUR-FU-10000576,Furniture,Furnishings,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,1049.2,5,0,272.792
640,CA-2016-115917,5/20/2016,5/20/2016,5/25/2016,Standard Class,RB-19465,96,1,22,RB-19465,Rick Bensley,Home Office,United States,Vallejo,California,94591,West,OFF-BI-10004728,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,15.424,4,0.2,5.0128
641,CA-2016-147067,12/18/2016,12/18/2016,12/22/2016,Standard Class,JD-16150,52,1,21,JD-16150,Justin Deggeller,Corporate,United States,Minneapolis,Minnesota,55407,Central,FUR-FU-10000732,Furniture,Furnishings,Eldon 200 Class Desk Accessories,18.84,3,0,6.0288
642,CA-2017-167913,7/30/2017,7/30/2017,8/3/2017,Second Class,JL-15835,88,1,21,JL-15835,John Lee,Consumer,United States,Mission Viejo,California,92691,West,OFF-ST-10000585,Office Supplies,Storage,Economy Rollaway Files,330.4,2,0,85.904
643,CA-2017-167913,7/30/2017,7/30/2017,8/3/2017,Second Class,JL-15835,64,0,23,JL-15835,John Lee,Consumer,United States,Mission Viejo,California,92691,West,OFF-LA-10002787,Office Supplies,Labels,Avery 480,26.25,7,0,12.6
644,CA-2017-106103,6/10/2017,6/10/2017,6/15/2017,Standard Class,SC-20305,63,1,22,SC-20305,Sean Christensen,Consumer,United States,Rochester Hills,Michigan,48307,Central,TEC-AC-10003832,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,132.52,4,0,54.3332
645,US-2017-127719,7/21/2017,7/21/2017,7/25/2017,Standard Class,TW-21025,61,1,9,TW-21025,Tamara Willingham,Home Office,United States,Plainfield,New Jersey,7060,East,OFF-PA-10001934,Office Supplies,Paper,Xerox 1993,6.48,1,0,3.1752
646,CA-2017-126221,12/30/2017,12/30/2017,1/5/2018,Standard Class,CC-12430,74,0,14,CC-12430,Chuck Clark,Home Office,United States,Columbus,Indiana,47201,Central,OFF-AP-10002457,Office Supplies,Appliances,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",209.3,2,0,56.511
647,CA-2016-103947,4/1/2016,4/1/2016,4/8/2016,Standard Class,BB-10990,100,0,23,BB-10990,Barry Blumstein,Corporate,United States,Sierra Vista,Arizona,85635,West,OFF-FA-10003112,Office Supplies,Fasteners,Staples,31.56,5,0.2,9.8625
648,CA-2016-103947,4/1/2016,4/1/2016,4/8/2016,Standard Class,BB-10990,64,0,13,BB-10990,Barry Blumstein,Corporate,United States,Sierra Vista,Arizona,85635,West,OFF-AP-10002350,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,30.144,2,0.2,3.0144
649,CA-2016-160745,12/11/2016,12/11/2016,12/16/2016,Second Class,AR-10825,89,1,14,AR-10825,Anthony Rawles,Corporate,United States,Vancouver,Washington,98661,West,FUR-FU-10001935,Furniture,Furnishings,3M Hangers With Command Adhesive,14.8,4,0,6.068
650,CA-2016-160745,12/11/2016,12/11/2016,12/16/2016,Second Class,AR-10825,80,1,21,AR-10825,Anthony Rawles,Corporate,United States,Vancouver,Washington,98661,West,TEC-PH-10003273,Technology,Phones,AT&T TR1909W,302.376,3,0.2,22.6782
651,CA-2016-160745,12/11/2016,12/11/2016,12/16/2016,Second Class,AR-10825,77,0,19,AR-10825,Anthony Rawles,Corporate,United States,Vancouver,Washington,98661,West,TEC-AC-10001142,Technology,Accessories,First Data FD10 PIN Pad,316,4,0,31.6
652,CA-2016-132661,10/23/2016,10/23/2016,10/29/2016,Standard Class,SR-20740,58,1,24,SR-20740,Steven Roelle,Home Office,United States,New York City,New York,10024,East,OFF-PA-10000482,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",379.4,10,0,178.318
653,CA-2017-140844,6/19/2017,6/19/2017,6/23/2017,Standard Class,AR-10405,67,1,20,AR-10405,Allen Rosenblatt,Corporate,United States,New York City,New York,10035,East,OFF-PA-10003892,Office Supplies,Paper,Xerox 1943,97.82,2,0,45.9754
654,CA-2017-140844,6/19/2017,6/19/2017,6/23/2017,Standard Class,AR-10405,76,0,25,AR-10405,Allen Rosenblatt,Corporate,United States,New York City,New York,10035,East,TEC-AC-10001101,Technology,Accessories,Sony 16GB Class 10 Micro SDHC R40 Memory Card,103.12,8,0,10.312
655,CA-2016-137239,8/22/2016,8/22/2016,8/28/2016,Standard Class,CR-12730,81,1,21,CR-12730,Craig Reiter,Consumer,United States,Columbus,Ohio,43229,East,OFF-AP-10002439,Office Supplies,Appliances,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,113.552,2,0.2,8.5164
656,CA-2016-137239,8/22/2016,8/22/2016,8/28/2016,Standard Class,CR-12730,56,1,7,CR-12730,Craig Reiter,Consumer,United States,Columbus,Ohio,43229,East,OFF-BI-10002827,Office Supplies,Binders,Avery Durable Poly Binders,3.318,2,0.7,-2.6544
